"","PWSID","PWS_Name","County","Pop","ServConn","Water System Ownership","log10PopCat"
"941","CA1510039","CWS SOUTHLAKE SYSTEM","KERN",1395,"761","Privately owned, PUC-regulated, for profit water company",3
"942","CA1510042","MOUNTAIN MESA WC","KERN",777,"422","Privately owned, PUC-regulated, for profit water company",2
"943","CA1510043","CWS-ONYX WATER SYSTEM","KERN",269,"197","Privately owned, PUC-regulated, for profit water company",2
"944","CA1510045","GOLDEN HILLS CSD","KERN",9608,"2880","Local Government",3
"945","CA1510051","LEBEC COUNTY WATER DISTRICT","KERN",1379,"303","Local Government",3
"946","CA1310011","COACHELLA VWD: I.D. NO. 11","IMPERIAL",7500,"2733","Local Government",3
"947","CA3301031","BANNING HTS. MUTUAL WATER CO.","RIVERSIDE",561,"173","Privately owned Mutual Water Company or Association",2
"948","CA3301428","BLYTHE - MESA RANCH","RIVERSIDE",558,"188","Local Government",2
"949","CA3301630","BLYTHE - HIDDEN BEACHES","RIVERSIDE",376,"121","Local Government",2
"950","CA3301879","SHARONDALE MESA HOA","RIVERSIDE",330,"243","Privately owned Mutual Water Company or Association",2
"951","CA3310004","BOX SPRINGS MUTUAL WC","RIVERSIDE",2100,"629","Privately owned Mutual Water Company or Association",3
"952","CA3310006","BANNING, CITY OF","RIVERSIDE",30620,"10567","Local Government",4
"953","CA3310008","MISSION SPRINGS WD","RIVERSIDE",36774,"12750","Local Government",4
"954","CA3310012","ELSINORE VALLEY MWD","RIVERSIDE",155805,"44610","Local Government",5
"955","CA3310016","HEMET, CITY OF","RIVERSIDE",29982,"9280","Local Government",4
"956","CA3310017","SOUTH MESA WC","RIVERSIDE",11911,"2966","Privately owned Mutual Water Company or Association",4
"957","CA3310018","HOME GARDENS COUNTY WD","RIVERSIDE",3044,"798","Privately owned, non-PUC-regulated (Community Water System)",3
"958","CA3310019","IDYLLWILD WATER DISTRICT","RIVERSIDE",2500,"1649","Local Government",3
"959","CA3310021","JURUPA COMMUNITY SD","RIVERSIDE",132916,"32618","Local Government",5
"960","CA3310028","RIVERSIDE CSA #122-MESA VERDE","RIVERSIDE",1000,"315","Local Government",3
"961","CA3310029","PERRIS, CITY OF","RIVERSIDE",7854,"2586","Local Government",3
"962","CA3310030","PINE COVE WATER DISTRICT","RIVERSIDE",1250,"1107","Local Government",3
"963","CA3310031","RIVERSIDE, CITY OF","RIVERSIDE",309875,"65559","Local Government",5
"964","CA3310032","SAN JACINTO, CITY OF","RIVERSIDE",17961,"4131","Local Government",4
"965","CA3310040","FERN VALLEY WD","RIVERSIDE",900,"1177","Local Government",2
"966","CA3310044","RUBIDOUX COMMUNITY SD","RIVERSIDE",32400,"6675","Local Government",4
"967","CA3310046","FARM MUTUAL W.C. (THE)","RIVERSIDE",3782,"1265","Privately owned, non-PUC-regulated (Community Water System)",3
"968","CA3310047","CABAZON WATER DISTRICT","RIVERSIDE",2535,"931","Local Government",3
"969","CA3310048","COACHELLA VWD: I.D. NO. 8","RIVERSIDE",4300,"1639","Local Government",3
"970","CA3310049","WESTERN MWD","RIVERSIDE",83701,"21135","Local Government",4
"971","CA3310051","MYOMA DUNES MUTUAL WATER COMPANY","RIVERSIDE",8948,"2544","Privately owned, non-PUC-regulated (Community Water System)",3
"972","CA3310052","LAKE HEMET-GARNER VALLEY","RIVERSIDE",709,"307","Local Government",2
"973","CA3310076","WESTERN MWD (ID A - RAINBOW)","RIVERSIDE",110,"44","Local Government",2
"974","CA3310080","LAKE HEMET MWD-CAMP GROUND","RIVERSIDE",500,"287","Local Government",2
"975","CA3310081","PALM SPRINGS CREST","RIVERSIDE",355,"171","Local Government",2
"976","CA0405001","DEL ORO WATER CO.-LIME SADDLE MARINA","BUTTE",749,"237","Privately owned, PUC-regulated, for profit water company",2
"977","CA0410002","CAL-WATER SERVICE CO.-CHICO","BUTTE",104908,"29283","Privately owned, PUC-regulated, for profit water company",5
"978","CA0410004","CITY OF GRIDLEY","BUTTE",6659,"2239","Local Government",3
"979","CA0410005","CAL-WATER SERVICE CO.-OROVILLE","BUTTE",10698,"3503","Privately owned, PUC-regulated, for profit water company",4
"980","CA0410007","PARADISE IRRIGATION DISTRICT","BUTTE",4600,"287","Local Government",3
"981","CA0410008","THERMALITO WATER & SEWER DIST","BUTTE",10095,"3059","Local Government",4
"982","CA0410009","DEL ORO WATER CO.-MAGALIA","BUTTE",191,"58","Privately owned, PUC-regulated, for profit water company",2
"983","CA0605011","DEL ORO WC - ARBUCKLE DISTRICT","COLUSA",185,"56","Privately owned, PUC-regulated, for profit water company",2
"984","CA0610002","CITY OF COLUSA","COLUSA",5963,"2201","Local Government",3
"985","CA0610003","MAXWELL PUBLIC UTILITY DISTRICT","COLUSA",1317,"397","Local Government",3
"986","CA0610004","CITY OF WILLIAMS","COLUSA",5255,"1448","Local Government",3
"987","CA1100203","ARTOIS COMMUNITY S.D.","GLENN",198,"52","Local Government",2
"988","CA1100404","DEL ORO WC - BLACK BUTTE DISTRICT","GLENN",284,"86","Privately owned, PUC-regulated, for profit water company",2
"989","CA1100413","COUNTRY LEISURE MOBILE ESTATES","GLENN",40,"33","Privately owned, non-PUC-regulated (Community Water System)",1
"990","CA1100436","ORLAND OAKS MHP","GLENN",186,"83","Privately owned, non-PUC-regulated (Community Water System)",2
"991","CA1100444","ORLAND ESTATES MOBILE H.P.","GLENN",200,"74","Privately owned, non-PUC-regulated (Community Water System)",2
"992","CA1110001","CITY OF ORLAND","GLENN",7932,"2559","Local Government",3
"993","CA5100107","SUTTER CO. WWD#1 (ROBBINS)","SUTTER",350,"93","Local Government",2
"994","CA5110002","CITY OF YUBA CITY","SUTTER",73202,"18719","Local Government",4
"995","CA5110007","SUTTER COMMUNITY S.D.","SUTTER",2948,"1067","Local Government",3
"996","CA5200504","CITY OF TEHAMA","TEHAMA",430,"195","Local Government",2
"997","CA5200534","PASKENTA COMM. SERVICES DIST.","TEHAMA",244,"74","Privately owned, non-PUC-regulated (Community Water System)",2
"998","CA5210005","RIO ALTO WATER DISTRICT","TEHAMA",3281,"1360","Local Government",3
"999","CA5805001","PLUMAS LAKE","YUBA",7993,"2422","Local Government",3
"1000","CA5810004","CITY OF WHEATLAND","YUBA",3509,"1197","Local Government",3
"1001","CA1910003","CITY OF ARCADIA","LOS ANGELES",44699,"13545","Local Government",4
"1002","CA1910020","EAST PASADENA WATER CO.","LOS ANGELES",9841,"2982","Privately owned, PUC-regulated, for profit water company",3
"1003","CA1910033","CALIFORNIA WATER SERVICE CO. - DOMINGUEZ","LOS ANGELES",142914,"32672","Privately owned, PUC-regulated, for profit water company",5
"1004","CA1910047","HAWTHORNE-CITY WATER DEPT.","LOS ANGELES",44608,"6125","Local Government",4
"1005","CA1910049","HUNTINGTON PARK-CITY, WATER DEPT.","LOS ANGELES",15418,"5624","Local Government",4
"1006","CA1910050","COMMERCE-CITY, WATER DEPT.","LOS ANGELES",4195,"958","Local Government",3
"1007","CA1910079","LYNWOOD-CITY, WATER DEPT.","LOS ANGELES",69772,"9181","Local Government",4
"1008","CA1910104","CALIFORNIA WATER SERVICE CO. - PALOS VER","LOS ANGELES",70127,"23766","Privately owned, PUC-regulated, for profit water company",4
"1009","CA1910117","MONTEBELLO-CITY, WATER DEPT.","LOS ANGELES",8195,"1493","Local Government",3
"1010","CA1910141","RURBAN HOMES MUTUAL WATER CO.","LOS ANGELES",1200,"304","Privately owned Mutual Water Company or Association",3
"1011","CA1910147","SATIVA-L.A. CWD","LOS ANGELES",6837,"1643","Local Government",3
"1012","CA1910156","BEVERLY HILLS-CITY, WATER DEPT.","LOS ANGELES",43258,"10300","Local Government",4
"1013","CA1910161","LIBERTY UTILITIES - LYNWOOD","LOS ANGELES",24957,"4476","Privately owned, PUC-regulated, for profit water company",4
"1014","CA1910225","LAS VIRGENES MWD","LOS ANGELES",75384,"20402","Local Government",4
"1015","CA1910242","CALIFORNIA WATER SERVICE CO-LAKE HUGHES","LOS ANGELES",259,"204","Privately owned, PUC-regulated, for profit water company",2
"1016","CA1910243","CALIFORNIA WATER SERVICE CO-LEONA VALLEY","LOS ANGELES",1242,"417","Privately owned, PUC-regulated, for profit water company",3
"1017","CA1000018","EASTON ESTATES WATER COMPANY","FRESNO",302,"107","Privately owned, PUC-regulated, for profit water company",2
"1018","CA1000021","FCSA #05/WILDWOOD ISLAND","FRESNO",417,"149","Local Government",2
"1019","CA1000023","FCSA #14/BELMONT MANOR","FRESNO",115,"41","Local Government",2
"1020","CA1000039","FCSA #10/CUMORAH KNOLLS","FRESNO",132,"47","Local Government",2
"1021","CA1000053","LANARE COMMUNITY SERVICES DIST","FRESNO",660,"155","Local Government",2
"1022","CA1000056","MEADOW LAKES CLUB","FRESNO",240,"120","Privately owned Mutual Water Company or Association",2
"1023","CA1000069","SHAVER LAKE HEIGHTS PROP ASSN","FRESNO",345,"200","Privately owned Mutual Water Company or Association",2
"1024","CA1000078","FCWWD #42/ALLUVIAL & FANCHER","FRESNO",343,"291","Local Government",2
"1025","CA1000186","HELM SCHOOL","FRESNO",146,"11","Local Government",2
"1026","CA1000200","RUBYS VALLEY CARE HOME","FRESNO",75,"1","Privately owned, non-PUC-regulated (Community Water System)",1
"1027","CA1000229","GREEN ACRES MOBILE HOME ESTATE","FRESNO",350,"113","Privately owned, non-PUC-regulated (Community Water System)",2
"1028","CA1000244","SHADY LAKES MOBILE HOME PARK","FRESNO",160,"60","Privately owned, PUC-regulated, for profit water company",2
"1029","CA1000257","MT ARARAT MOBILE HOME PARK","FRESNO",43,"36","Privately owned, non-PUC-regulated (Community Water System)",1
"1030","CA1000267","KINGS CANYON MOBILE HOME PARK","FRESNO",120,"26","Privately owned, PUC-regulated, for profit water company",2
"1031","CA1000277","ELM COURT","FRESNO",64,"12","Privately owned, non-PUC-regulated (Community Water System)",1
"1032","CA1000298","WOODWARD BLUFFS MHP","FRESNO",300,"172","Privately owned, non-PUC-regulated (Community Water System)",2
"1033","CA1000324","MANNING GARDENS CARE CENTER INC","FRESNO",176,"1","Privately owned, non-PUC-regulated (Community Water System)",2
"1034","CA1000345","PANOCHE WATER DISTRICT","FRESNO",146,"46","Privately owned, non-PUC-regulated (Community Water System)",2
"1035","CA1000378","SUNSET WEST COMMUNITY LLC","FRESNO",350,"159","Privately owned, non-PUC-regulated (Community Water System)",2
"1036","CA1000405","PIEDRA PARK ASSOCIATION","FRESNO",25,"15","Privately owned, non-PUC-regulated (Community Water System)",1
"1037","CA1000426","RIVERBEND MOBILE HOME & RV PARK","FRESNO",400,"46","Privately owned, non-PUC-regulated (Community Water System)",2
"1038","CA1000472","PG&E HELMS SUPPORT FACILITY","FRESNO",40,"22","Privately owned, non-PUC-regulated (Community Water System)",1
"1039","CA1000484","FCSA #34/ MILLERTON NEW TOWN","FRESNO",868,"315","Local Government",2
"1040","CA1000546","FCSA #49/ FIVE POINTS","FRESNO",134,"46","Local Government",2
"1041","CA1000551","FCSA #43/RAISIN CITY","FRESNO",190,"68","Local Government",2
"1042","CA1000554","FCSA #10A/MANSIONETTE ESTATES","FRESNO",81,"29","Local Government",1
"1043","CA1000555","FCSA #44C/RIVERVIEW ESTATES","FRESNO",34,"12","Local Government",1
"1044","CA1000570","JUVENILE JUSTICE CAMPUS","FRESNO",400,"15","Local Government",2
"1045","CA1009020","FIVE POINTS RANCH","FRESNO",100,"32","Privately owned, non-PUC-regulated (Community Water System)",2
"1046","CA1010006","CITY OF FOWLER","FRESNO",5801,"1784","Local Government",3
"1047","CA1010017","FCWWD #41/SHAVER LAKE","FRESNO",3079,"933","Local Government",3
"1048","CA1010020","LATON COMMUNITY SERVICES DISTRICT","FRESNO",1824,"470","Local Government",3
"1049","CA1010021","MENDOTA, CITY OF","FRESNO",11104,"1911","Local Government",4
"1050","CA1010023","CITY OF ORANGE COVE","FRESNO",9780,"1694","Local Government",3
"1051","CA1010028","RIVERDALE PUBLIC UTILITY DISTRICT","FRESNO",3145,"966","Privately owned, PUC-regulated, for profit water company",3
"1052","CA1010029","CITY OF SANGER","FRESNO",25664,"6210","Local Government",4
"1053","CA1010030","TRANQUILLITY IRRIGATION DISTRICT","FRESNO",897,"348","Local Government",2
"1054","CA1010044","HURON, CITY OF","FRESNO",7306,"876","Local Government",3
"1055","CA1010049","BIOLA COMMUNITY SERVICES DIST","FRESNO",1623,"300","Local Government",3
"1056","CA1010053","SHAVER LAKE HEIGHTS MWC","FRESNO",719,"219","Privately owned Mutual Water Company or Association",2
"1057","CA1010062","FCWWD #18/MIRA BELLA","FRESNO",165,"59","Local Government",2
"1058","CA5400529","SHADY GROVE  MHP","TULARE",95,"42","Privately owned, non-PUC-regulated (Community Water System)",1
"1059","CA5400536","KINGS RIVER ESTATES MUTUAL WATER COMPANY","TULARE",106,"35","Privately owned Mutual Water Company or Association",2
"1060","CA5400542","DUCOR CSD","TULARE",535,"162","Local Government",2
"1061","CA5400556","RIVER RETREAT MUTUAL","TULARE",53,"25","Privately owned Mutual Water Company or Association",1
"1062","CA5400602","EAGLE'S NEST RESORT","TULARE",279,"78","Privately owned, non-PUC-regulated (Community Water System)",2
"1063","CA5400647","YOKOHL MUTUAL WATER CO","TULARE",95,"32","Privately owned, non-PUC-regulated (Community Water System)",1
"1064","CA5400728","GRIER MUTUAL WATER CO","TULARE",94,"99","Privately owned Mutual Water Company or Association",1
"1065","CA5400754","SOUTH KAWEAH MUTUAL WATER COMPANY","TULARE",384,"138","Privately owned Mutual Water Company or Association",2
"1066","CA5400805","SOULTS MUTUAL WATER CO","TULARE",120,"36","Privately owned Mutual Water Company or Association",2
"1067","CA5400875","VILLAGE APARTMENTS","TULARE",25,"1","Privately owned, non-PUC-regulated (Community Water System)",1
"1068","CA5400940","SIERRA KING HOMEOWNERS ASSN","TULARE",142,"43","Privately owned Mutual Water Company or Association",2
"1069","CA5400968","IMPROVEMENT DISTRICT NO. 1","TULARE",200,"80","Privately owned, non-PUC-regulated (Community Water System)",2
"1070","CA5401003","EAST OROSI CSD","TULARE",932,"103","Privately owned Mutual Water Company or Association",2
"1071","CA5401038","AKIN WATER CO","TULARE",86,"26","Privately owned, PUC-regulated, for profit water company",1
"1072","CA5402036","R-RANCH IN THE SEQUOIAS","TULARE",330,"115","Privately owned, non-PUC-regulated (Community Water System)",2
"1073","CA5403023","DELFT COLONY WATER","TULARE",400,"99","Local Government",2
"1074","CA5403110","SIERRA MUTUAL WATER CO","TULARE",36,"18","Privately owned Mutual Water Company or Association",1
"1075","CA5403212","MONSON WATER SYSTEM","TULARE",140,"32","Local Government",2
"1076","CA5410001","CUTLER PUD","TULARE",6200,"1218","Local Government",3
"1077","CA5410004","FARMERSVILLE, CITY OF","TULARE",11443,"2736","Local Government",4
"1078","CA5410008","OROSI PUBLIC UTILITY DISTRICT","TULARE",8770,"1578","Local Government",3
"1079","CA5410010","PORTERVILLE, CITY OF","TULARE",65702,"16667","Local Government",4
"1080","CA5410048","PORTERVILLE-JONES CORNER","TULARE",339,"118","Local Government",2
"1081","CA0202503","WOODFORDS MUTUAL WATER COMPANY","ALPINE",50,"16","Privately owned, non-PUC-regulated (Community Water System)",1
"1082","CA0202504","MARKLEEVILLE WATER CO.","ALPINE",25,"167","Privately owned Mutual Water Company or Association",1
"1083","CA0202522","SIERRA PINES MOBILE HOME PARK","ALPINE",70,"32","Privately owned, PUC-regulated, for profit water company",1
"1084","CA0300019","FIDDLETOWN COMMUNITY SERVICE","AMADOR",100,"65","Local Government",2
"1085","CA0300024","TABEAU MOBILE HOME PARK","AMADOR",25,"22","Privately owned, non-PUC-regulated (Community Water System)",1
"1086","CA0300053","RANCHO DEL ORO","AMADOR",34,"24","Privately owned, non-PUC-regulated (Community Water System)",1
"1087","CA0300078","IONE BAND OF MIWOK INDIANS","AMADOR",62,"20","Privately owned, non-PUC-regulated (Community Water System)",1
"1088","CA0400004","FOREST RANCH MUTUAL WATER SYSTEM","BUTTE",92,"42","Privately owned, non-PUC-regulated (Community Water System)",1
"1089","CA0400008","GRAN MUTUAL WATER CO","BUTTE",200,"94","Privately owned Mutual Water Company or Association",2
"1090","CA0400013","MERRY MOUNTAIN MUTUAL","BUTTE",100,"97","Privately owned, non-PUC-regulated (Community Water System)",2
"1091","CA0400016","BERRY CREEK COMMUNITY SERVICE DIST","BUTTE",77,"36","Privately owned, non-PUC-regulated (Community Water System)",1
"1092","CA0400019","OROVILLE MOBILE HOME PARK","BUTTE",74,"35","Privately owned, non-PUC-regulated (Community Water System)",1
"1093","CA0400023","GOLDEN OAKS MOBILE ESTATES","BUTTE",34,"52","Privately owned, non-PUC-regulated (Community Water System)",1
"1094","CA0400027","FOOTHILL SOLAR COMPANY","BUTTE",180,"127","Privately owned, non-PUC-regulated (Community Water System)",2
"1095","CA0400028","BIG BEND MOBILE HOME PARK","BUTTE",85,"35","Privately owned, non-PUC-regulated (Community Water System)",1
"1096","CA0400030","GOLDEN FEATHER MHP","BUTTE",275,"100","Privately owned, non-PUC-regulated (Community Water System)",2
"1097","CA0400036","MOUNTAIN VIEW MOBILE ACRES MHP LLC","BUTTE",230,"129","Privately owned, non-PUC-regulated (Community Water System)",2
"1098","CA0400042","FOREST VILLAGE LLC","BUTTE",34,"21","Privately owned, non-PUC-regulated (Community Water System)",1
"1099","CA0400046","PONDEROSA MOBILE ESTATES","BUTTE",70,"62","Privately owned, non-PUC-regulated (Community Water System)",1
"1100","CA0400049","BUTTE CREEK MHP","BUTTE",100,"33","Privately owned, non-PUC-regulated (Community Water System)",2
"1101","CA0400051","DINGERVILLE USA PARK","BUTTE",447,"80","Privately owned, non-PUC-regulated (Community Water System)",2
"1102","CA0400078","FOREST KNOLLS MUTUAL WATER CO","BUTTE",46,"21","Privately owned Mutual Water Company or Association",1
"1103","CA0400090","MOUNTAIN VILLAGE HOMEOWNER'S ASSOC","BUTTE",40,"17","Privately owned Mutual Water Company or Association",1
"1104","CA0400149","HUMBOLDT WOODLANDS MUTUAL","BUTTE",75,"32","Privately owned Mutual Water Company or Association",1
"1105","CA0400155","BIGGERS GLEN MUTUAL WATER CO","BUTTE",25,"29","Privately owned, non-PUC-regulated (Community Water System)",1
