"","PWSID","PWS_Name","County","Pop","ServConn","Water System Ownership","Pop_per_conn","log10PopCat"
"953","CA1500550","WEST VALLEY MUTUAL WATER COMPANY","KERN",70,41,"Privately owned Mutual Water Company or Association",1.70731707317073,1
"954","CA1500563","CHINA LAKE ACRES MUTUAL WATER COMPANY","KERN",198,60,"Privately owned Mutual Water Company or Association",3.3,2
"955","CA1500566","SPRING MOUNTAIN MUTUAL WATER COMPANY","KERN",26,13,"Privately owned Mutual Water Company or Association",2,1
"956","CA1500571","LUCKY 18 ON ROSAMOND, LLC","KERN",73,60,"Privately owned, non-PUC-regulated (Community Water System)",1.21666666666667,1
"957","CA1500578","LONG CANYON WATER COMPANY CORP.","KERN",122,64,"Privately owned, PUC-regulated, for profit water company",1.90625,2
"958","CA1500591","SWEET WATER CO-OP","KERN",47,15,"Privately owned Mutual Water Company or Association",3.13333333333333,1
"959","CA1502232","ROSAMOND MOBILEHOME PARK","KERN",175,79,"Privately owned, non-PUC-regulated (Community Water System)",2.21518987341772,2
"960","CA1502569","FIRST MUTUAL WATER SYSTEM","KERN",35,15,"Privately owned Mutual Water Company or Association",2.33333333333333,1
"961","CA1502608","OWENS PEAK WEST","KERN",67,24,"Privately owned Mutual Water Company or Association",2.79166666666667,1
"962","CA1502619","SOUTH DESERT MUTUAL WATER COMPANY","KERN",26,13,"Privately owned Mutual Water Company or Association",2,1
"963","CA1502659","OWENS PEAK SOUTH","KERN",40,17,"Privately owned Mutual Water Company or Association",2.35294117647059,1
"964","CA1502690","DUNE 3 MUTUAL WATER COMPANY, LLC","KERN",101,36,"Privately owned Mutual Water Company or Association",2.80555555555556,2
"965","CA1502744","60TH STREET ASSOC. WATER SYSTEM","KERN",39,10,"Privately owned Mutual Water Company or Association",3.9,1
"966","CA1503226","QVWD-WEST & EAST COMBINED WATER SYSTEM","KERN",193,69,"Local Government",2.79710144927536,2
"967","CA1503270","LAKE ISABELLA COMMUNITY SERVICES DIST","KERN",500,130,"Privately owned, non-PUC-regulated (Community Water System)",3.84615384615385,2
"968","CA1503684","148 EAST WATER SYSTEM","KERN",36,13,"Privately owned Mutual Water Company or Association",2.76923076923077,1
"969","CA1510002","BORON CSD","KERN",2253,613,"Local Government",3.67536704730832,3
"970","CA1510014","MOJAVE PUD","KERN",4200,1166,"Local Government",3.60205831903945,3
"971","CA1510018","ROSAMOND CSD","KERN",16790,5088,"Local Government",3.2999213836478,4
"972","CA1510020","TEHACHAPI, CITY OF","KERN",8839,3125,"Local Government",2.82848,3
"973","CA1510025","STALLION SPRINGS CSD","KERN",3603,1313,"Local Government",2.74409748667174,3
"974","CA1510032","CALIFORNIA CITY, CITY OF","KERN",14120,4437,"Local Government",3.18233040342574,4
"975","CA1510033","CWS - KERNVILLE","KERN",2520,1779,"Privately owned, PUC-regulated, for profit water company",1.41652613827993,3
"976","CA1510039","CWS SOUTHLAKE SYSTEM","KERN",1395,761,"Privately owned, PUC-regulated, for profit water company",1.83311432325887,3
"977","CA1510042","MOUNTAIN MESA WC","KERN",777,422,"Privately owned, PUC-regulated, for profit water company",1.84123222748815,2
"978","CA1510043","CWS-ONYX WATER SYSTEM","KERN",269,197,"Privately owned, PUC-regulated, for profit water company",1.36548223350254,2
"979","CA1510045","GOLDEN HILLS CSD","KERN",9608,2880,"Local Government",3.33611111111111,3
"980","CA1510051","LEBEC COUNTY WATER DISTRICT","KERN",1379,303,"Local Government",4.55115511551155,3
"981","CA1310011","COACHELLA VWD: I.D. NO. 11","IMPERIAL",7500,2733,"Local Government",2.74423710208562,3
"982","CA3301031","BANNING HTS. MUTUAL WATER CO.","RIVERSIDE",561,173,"Privately owned Mutual Water Company or Association",3.24277456647399,2
"983","CA3301428","BLYTHE - MESA RANCH","RIVERSIDE",558,188,"Local Government",2.96808510638298,2
"984","CA3301630","BLYTHE - HIDDEN BEACHES","RIVERSIDE",376,121,"Local Government",3.10743801652893,2
"985","CA3301879","SHARONDALE MESA HOA","RIVERSIDE",330,243,"Privately owned Mutual Water Company or Association",1.35802469135802,2
"986","CA3310004","BOX SPRINGS MUTUAL WC","RIVERSIDE",2100,629,"Privately owned Mutual Water Company or Association",3.33863275039746,3
"987","CA3310006","BANNING, CITY OF","RIVERSIDE",30620,10567,"Local Government",2.89770038800038,4
"988","CA3310008","MISSION SPRINGS WD","RIVERSIDE",36774,12750,"Local Government",2.88423529411765,4
"989","CA3310012","ELSINORE VALLEY MWD","RIVERSIDE",155805,44610,"Local Government",3.49260255548083,5
"990","CA3310016","HEMET, CITY OF","RIVERSIDE",29982,9280,"Local Government",3.23081896551724,4
"991","CA3310017","SOUTH MESA WC","RIVERSIDE",11911,2966,"Privately owned Mutual Water Company or Association",4.01584625758597,4
"992","CA3310018","HOME GARDENS COUNTY WD","RIVERSIDE",3044,798,"Privately owned, non-PUC-regulated (Community Water System)",3.81453634085213,3
"993","CA3310019","IDYLLWILD WATER DISTRICT","RIVERSIDE",2500,1649,"Local Government",1.51607034566404,3
"994","CA3310021","JURUPA COMMUNITY SD","RIVERSIDE",132916,32618,"Local Government",4.07492795389049,5
"995","CA3310028","RIVERSIDE CSA #122-MESA VERDE","RIVERSIDE",1000,315,"Local Government",3.17460317460317,3
"996","CA3310029","PERRIS, CITY OF","RIVERSIDE",7854,2586,"Local Government",3.03712296983759,3
"997","CA3310030","PINE COVE WATER DISTRICT","RIVERSIDE",1250,1107,"Local Government",1.12917795844625,3
"998","CA3310031","RIVERSIDE, CITY OF","RIVERSIDE",309875,65559,"Local Government",4.72665842981132,5
"999","CA3310032","SAN JACINTO, CITY OF","RIVERSIDE",17961,4131,"Local Government",4.34785766158315,4
"1000","CA3310040","FERN VALLEY WD","RIVERSIDE",900,1177,"Local Government",0.764655904842821,2
"1001","CA3310044","RUBIDOUX COMMUNITY SD","RIVERSIDE",32400,6675,"Local Government",4.85393258426966,4
"1002","CA3310046","FARM MUTUAL W.C. (THE)","RIVERSIDE",3782,1265,"Privately owned, non-PUC-regulated (Community Water System)",2.9897233201581,3
"1003","CA3310047","CABAZON WATER DISTRICT","RIVERSIDE",2535,931,"Local Government",2.72287862513426,3
"1004","CA3310048","COACHELLA VWD: I.D. NO. 8","RIVERSIDE",4300,1639,"Local Government",2.6235509456986,3
"1005","CA3310049","WESTERN MWD","RIVERSIDE",83701,21135,"Local Government",3.96030281523539,4
"1006","CA3310051","MYOMA DUNES MUTUAL WATER COMPANY","RIVERSIDE",8948,2544,"Privately owned, non-PUC-regulated (Community Water System)",3.51729559748428,3
"1007","CA3310052","LAKE HEMET-GARNER VALLEY","RIVERSIDE",709,307,"Local Government",2.30944625407166,2
"1008","CA3310075","WESTERN MWD (ARLINGTON)","RIVERSIDE",0,3,"Local Government",0,-Inf
"1009","CA3310076","WESTERN MWD (ID A - RAINBOW)","RIVERSIDE",110,44,"Local Government",2.5,2
"1010","CA3310080","LAKE HEMET MWD-CAMP GROUND","RIVERSIDE",500,287,"Local Government",1.74216027874564,2
"1011","CA3310081","PALM SPRINGS CREST","RIVERSIDE",355,171,"Local Government",2.07602339181287,2
"1012","CA0405001","DEL ORO WATER CO.-LIME SADDLE MARINA","BUTTE",749,237,"Privately owned, PUC-regulated, for profit water company",3.16033755274262,2
"1013","CA0410002","CAL-WATER SERVICE CO.-CHICO","BUTTE",104908,29283,"Privately owned, PUC-regulated, for profit water company",3.58255643205956,5
"1014","CA0410004","CITY OF GRIDLEY","BUTTE",6659,2239,"Local Government",2.97409557838321,3
"1015","CA0410005","CAL-WATER SERVICE CO.-OROVILLE","BUTTE",10698,3503,"Privately owned, PUC-regulated, for profit water company",3.05395375392521,4
"1016","CA0410007","PARADISE IRRIGATION DISTRICT","BUTTE",4600,287,"Local Government",16.0278745644599,3
"1017","CA0410008","THERMALITO WATER & SEWER DIST","BUTTE",10095,3059,"Local Government",3.30009807126512,4
"1018","CA0410009","DEL ORO WATER CO.-MAGALIA","BUTTE",191,58,"Privately owned, PUC-regulated, for profit water company",3.29310344827586,2
"1019","CA0605011","DEL ORO WC - ARBUCKLE DISTRICT","COLUSA",185,56,"Privately owned, PUC-regulated, for profit water company",3.30357142857143,2
"1020","CA0610002","CITY OF COLUSA","COLUSA",5963,2201,"Local Government",2.70922308041799,3
"1021","CA0610003","MAXWELL PUBLIC UTILITY DISTRICT","COLUSA",1317,397,"Local Government",3.31738035264484,3
"1022","CA0610004","CITY OF WILLIAMS","COLUSA",5255,1448,"Local Government",3.62914364640884,3
"1023","CA1100203","ARTOIS COMMUNITY S.D.","GLENN",198,52,"Local Government",3.80769230769231,2
"1024","CA1100404","DEL ORO WC - BLACK BUTTE DISTRICT","GLENN",284,86,"Privately owned, PUC-regulated, for profit water company",3.30232558139535,2
"1025","CA1100413","COUNTRY LEISURE MOBILE ESTATES","GLENN",40,33,"Privately owned, non-PUC-regulated (Community Water System)",1.21212121212121,1
"1026","CA1100436","ORLAND OAKS MHP","GLENN",186,83,"Privately owned, non-PUC-regulated (Community Water System)",2.24096385542169,2
"1027","CA1100444","ORLAND ESTATES MOBILE H.P.","GLENN",200,74,"Privately owned, non-PUC-regulated (Community Water System)",2.7027027027027,2
"1028","CA1110001","CITY OF ORLAND","GLENN",7932,2559,"Local Government",3.09964830011723,3
"1029","CA5100107","SUTTER CO. WWD#1 (ROBBINS)","SUTTER",350,93,"Local Government",3.76344086021505,2
"1030","CA5110002","CITY OF YUBA CITY","SUTTER",73202,18719,"Local Government",3.91057214594797,4
"1031","CA5110007","SUTTER COMMUNITY S.D.","SUTTER",2948,1067,"Local Government",2.76288659793814,3
"1032","CA5200504","CITY OF TEHAMA","TEHAMA",430,195,"Local Government",2.20512820512821,2
"1033","CA5200534","PASKENTA COMM. SERVICES DIST.","TEHAMA",244,74,"Privately owned, non-PUC-regulated (Community Water System)",3.2972972972973,2
"1034","CA5200574","DEL ORO WC - LARKSPUR MEADOWS","TEHAMA",122,35,"Privately owned, PUC-regulated, for profit water company",3.48571428571429,2
"1035","CA5210005","RIO ALTO WATER DISTRICT","TEHAMA",3281,1360,"Local Government",2.4125,3
"1036","CA5805001","PLUMAS LAKE","YUBA",7993,2422,"Local Government",3.30016515276631,3
"1037","CA5810004","CITY OF WHEATLAND","YUBA",3509,1197,"Local Government",2.93149540517962,3
"1038","CA1910003","CITY OF ARCADIA","LOS ANGELES",44699,13545,"Local Government",3.3000369139904,4
"1039","CA1910020","EAST PASADENA WATER CO.","LOS ANGELES",9841,2982,"Privately owned, PUC-regulated, for profit water company",3.30013413816231,3
"1040","CA1910033","CALIFORNIA WATER SERVICE CO. - DOMINGUEZ","LOS ANGELES",142914,32672,"Privately owned, PUC-regulated, for profit water company",4.3742042115573,5
"1041","CA1910047","HAWTHORNE-CITY WATER DEPT.","LOS ANGELES",44608,6125,"Local Government",7.2829387755102,4
"1042","CA1910049","HUNTINGTON PARK-CITY, WATER DEPT.","LOS ANGELES",15418,5624,"Local Government",2.74146514935989,4
"1043","CA1910050","COMMERCE-CITY, WATER DEPT.","LOS ANGELES",4195,958,"Local Government",4.37891440501044,3
"1044","CA1910079","LYNWOOD-CITY, WATER DEPT.","LOS ANGELES",69772,9181,"Local Government",7.59960788585121,4
"1045","CA1910104","CALIFORNIA WATER SERVICE CO. - PALOS VER","LOS ANGELES",70127,23766,"Privately owned, PUC-regulated, for profit water company",2.95072793065724,4
"1046","CA1910117","MONTEBELLO-CITY, WATER DEPT.","LOS ANGELES",8195,1493,"Local Government",5.48894842598794,3
"1047","CA1910141","RURBAN HOMES MUTUAL WATER CO.","LOS ANGELES",1200,304,"Privately owned Mutual Water Company or Association",3.94736842105263,3
"1048","CA1910147","SATIVA-L.A. CWD","LOS ANGELES",6837,1643,"Local Government",4.16129032258065,3
"1049","CA1910156","BEVERLY HILLS-CITY, WATER DEPT.","LOS ANGELES",43258,10300,"Local Government",4.19980582524272,4
"1050","CA1910161","LIBERTY UTILITIES - LYNWOOD","LOS ANGELES",24957,4476,"Privately owned, PUC-regulated, for profit water company",5.57573726541555,4
"1051","CA1910225","LAS VIRGENES MWD","LOS ANGELES",75384,20402,"Local Government",3.69493186942457,4
"1052","CA1910242","CALIFORNIA WATER SERVICE CO-LAKE HUGHES","LOS ANGELES",259,204,"Privately owned, PUC-regulated, for profit water company",1.26960784313725,2
"1053","CA1910243","CALIFORNIA WATER SERVICE CO-LEONA VALLEY","LOS ANGELES",1242,417,"Privately owned, PUC-regulated, for profit water company",2.97841726618705,3
"1054","CA1000018","EASTON ESTATES WATER COMPANY","FRESNO",302,107,"Privately owned, PUC-regulated, for profit water company",2.82242990654206,2
"1055","CA1000021","FCSA #05/WILDWOOD ISLAND","FRESNO",417,149,"Local Government",2.79865771812081,2
"1056","CA1000023","FCSA #14/BELMONT MANOR","FRESNO",115,41,"Local Government",2.80487804878049,2
"1057","CA1000039","FCSA #10/CUMORAH KNOLLS","FRESNO",132,47,"Local Government",2.80851063829787,2
"1058","CA1000053","LANARE COMMUNITY SERVICES DIST","FRESNO",660,155,"Local Government",4.25806451612903,2
"1059","CA1000056","MEADOW LAKES CLUB","FRESNO",240,120,"Privately owned Mutual Water Company or Association",2,2
"1060","CA1000069","SHAVER LAKE HEIGHTS PROP ASSN","FRESNO",345,200,"Privately owned Mutual Water Company or Association",1.725,2
"1061","CA1000078","FCWWD #42/ALLUVIAL & FANCHER","FRESNO",343,291,"Local Government",1.1786941580756,2
"1062","CA1000186","HELM SCHOOL","FRESNO",146,11,"Local Government",13.2727272727273,2
"1063","CA1000200","RUBYS VALLEY CARE HOME","FRESNO",75,1,"Privately owned, non-PUC-regulated (Community Water System)",75,1
"1064","CA1000229","GREEN ACRES MOBILE HOME ESTATE","FRESNO",350,113,"Privately owned, non-PUC-regulated (Community Water System)",3.09734513274336,2
"1065","CA1000244","SHADY LAKES MOBILE HOME PARK","FRESNO",160,60,"Privately owned, PUC-regulated, for profit water company",2.66666666666667,2
"1066","CA1000257","MT ARARAT MOBILE HOME PARK","FRESNO",43,36,"Privately owned, non-PUC-regulated (Community Water System)",1.19444444444444,1
"1067","CA1000267","KINGS CANYON MOBILE HOME PARK","FRESNO",120,26,"Privately owned, PUC-regulated, for profit water company",4.61538461538461,2
"1068","CA1000277","ELM COURT","FRESNO",64,12,"Privately owned, non-PUC-regulated (Community Water System)",5.33333333333333,1
"1069","CA1000298","WOODWARD BLUFFS MHP","FRESNO",300,172,"Privately owned, non-PUC-regulated (Community Water System)",1.74418604651163,2
"1070","CA1000324","MANNING GARDENS CARE CENTER INC","FRESNO",176,1,"Privately owned, non-PUC-regulated (Community Water System)",176,2
"1071","CA1000345","PANOCHE WATER DISTRICT","FRESNO",146,46,"Privately owned, non-PUC-regulated (Community Water System)",3.17391304347826,2
"1072","CA1000378","SUNSET WEST COMMUNITY LLC","FRESNO",350,159,"Privately owned, non-PUC-regulated (Community Water System)",2.20125786163522,2
"1073","CA1000405","PIEDRA PARK ASSOCIATION","FRESNO",25,15,"Privately owned, non-PUC-regulated (Community Water System)",1.66666666666667,1
"1074","CA1000426","RIVERBEND MOBILE HOME & RV PARK","FRESNO",400,46,"Privately owned, non-PUC-regulated (Community Water System)",8.69565217391304,2
"1075","CA1000472","PG&E HELMS SUPPORT FACILITY","FRESNO",40,22,"Privately owned, non-PUC-regulated (Community Water System)",1.81818181818182,1
"1076","CA1000484","FCSA #34/ MILLERTON NEW TOWN","FRESNO",868,315,"Local Government",2.75555555555556,2
"1077","CA1000546","FCSA #49/ FIVE POINTS","FRESNO",134,46,"Local Government",2.91304347826087,2
"1078","CA1000551","FCSA #43/RAISIN CITY","FRESNO",190,68,"Local Government",2.79411764705882,2
"1079","CA1000554","FCSA #10A/MANSIONETTE ESTATES","FRESNO",81,29,"Local Government",2.79310344827586,1
"1080","CA1000555","FCSA #44C/RIVERVIEW ESTATES","FRESNO",34,12,"Local Government",2.83333333333333,1
"1081","CA1000570","JUVENILE JUSTICE CAMPUS","FRESNO",400,15,"Local Government",26.6666666666667,2
"1082","CA1009020","FIVE POINTS RANCH","FRESNO",100,32,"Privately owned, non-PUC-regulated (Community Water System)",3.125,2
"1083","CA1010006","CITY OF FOWLER","FRESNO",5801,1784,"Local Government",3.25168161434978,3
"1084","CA1010017","FCWWD #41/SHAVER LAKE","FRESNO",3079,933,"Local Government",3.30010718113612,3
"1085","CA1010020","LATON COMMUNITY SERVICES DISTRICT","FRESNO",1824,470,"Local Government",3.88085106382979,3
"1086","CA1010021","MENDOTA, CITY OF","FRESNO",11104,1911,"Local Government",5.81057038199895,4
"1087","CA1010023","CITY OF ORANGE COVE","FRESNO",9780,1694,"Local Government",5.77331759149941,3
"1088","CA1010028","RIVERDALE PUBLIC UTILITY DISTRICT","FRESNO",3145,966,"Privately owned, PUC-regulated, for profit water company",3.25569358178054,3
"1089","CA1010029","CITY OF SANGER","FRESNO",25664,6210,"Local Government",4.13268921095008,4
"1090","CA1010030","TRANQUILLITY IRRIGATION DISTRICT","FRESNO",897,348,"Local Government",2.57758620689655,2
"1091","CA1010044","HURON, CITY OF","FRESNO",7306,876,"Local Government",8.34018264840183,3
"1092","CA1010049","BIOLA COMMUNITY SERVICES DIST","FRESNO",1623,300,"Local Government",5.41,3
"1093","CA1010053","SHAVER LAKE HEIGHTS MWC","FRESNO",719,219,"Privately owned Mutual Water Company or Association",3.28310502283105,2
"1094","CA1010062","FCWWD #18/MIRA BELLA","FRESNO",165,59,"Local Government",2.79661016949153,2
"1095","CA5400529","SHADY GROVE  MHP","TULARE",95,42,"Privately owned, non-PUC-regulated (Community Water System)",2.26190476190476,1
"1096","CA5400536","KINGS RIVER ESTATES MUTUAL WATER COMPANY","TULARE",106,35,"Privately owned Mutual Water Company or Association",3.02857142857143,2
"1097","CA5400537","LINDYS LANDING","TULARE",44,177,"Privately owned, non-PUC-regulated (Community Water System)",0.248587570621469,1
"1098","CA5400542","DUCOR CSD","TULARE",535,162,"Local Government",3.30246913580247,2
"1099","CA5400556","RIVER RETREAT MUTUAL","TULARE",53,25,"Privately owned Mutual Water Company or Association",2.12,1
"1100","CA5400602","EAGLE'S NEST RESORT","TULARE",279,78,"Privately owned, non-PUC-regulated (Community Water System)",3.57692307692308,2
"1101","CA5400647","YOKOHL MUTUAL WATER CO","TULARE",95,32,"Privately owned, non-PUC-regulated (Community Water System)",2.96875,1
"1102","CA5400728","GRIER MUTUAL WATER CO","TULARE",94,99,"Privately owned Mutual Water Company or Association",0.94949494949495,1
"1103","CA5400754","SOUTH KAWEAH MUTUAL WATER COMPANY","TULARE",384,138,"Privately owned Mutual Water Company or Association",2.78260869565217,2
"1104","CA5400805","SOULTS MUTUAL WATER CO","TULARE",120,36,"Privately owned Mutual Water Company or Association",3.33333333333333,2
